"state","communityname","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf"
12,"Tallahasseecity",0.33,0.54,0.04,0.69,0.15,0.63
34,"Madisonborough",0.17,0.51,0.22,0.59,0.14,0.76
53,"Longviewcity",0.48,0.36,0.66,0.37,0.61,0.31
44,"Barringtontown",0.21,0.56,0.33,0.76,0.12,0.8
12,"CoralGablescity",0.21,0.46,0.09,0.83,0.03,0.86
34,"Hopatcongborough",0.25,0.78,0.45,0.23,0.35,0.39
53,"Puyallupcity",0.33,0.49,0.53,0.38,0.43,0.38
22,"Eunicecity",0.98,0.09,0.15,0.61,0.42,0.35
34,"CityofOrangetownship",0.66,0.47,0.28,0.54,0.49,0.31
6,"AgouraHillscity",0.18,0.78,0.24,0.41,0.1,0.77
25,"Randolphtown",0.4,0.59,0.31,0.43,0.27,0.42
41,"Portlandcity",0.38,0.52,0.33,0.48,0.41,0.46
42,"Newberrytownship",0.13,0.79,0.46,0.18,0.66,0.25
25,"Hudsontown",0.32,0.71,0.87,0.28,0.4,0.57
34,"Haddonfieldborough",0.04,0.52,0.2,0.9,0.05,0.98
48,"TheColonycity",0.25,0.9,0.47,0.16,0.3,0.38
6,"PortHuenemecity",0.28,0.65,0.3,0.27,0.35,0.38
22,"WestMonroecity",0.48,0.29,0.29,0.46,0.36,0.38
55,"Brookfieldcity",0.07,0.57,0.44,0.47,0.19,0.72
39,"Ketteringcity",0.14,0.55,0.48,0.5,0.28,0.6
6,"Lompoccity",0.47,0.43,0.35,0.26,0.36,0.3
39,"UpperArlingtoncity",0.04,0.51,0.15,0.94,0.02,1
29,"Fultoncity",0.19,0.27,0.19,0.93,0.35,0.43
48,"Midlandcity",0.38,0.55,0.08,0.37,0.22,0.53
41,"Greshamcity",0.24,0.64,0.35,0.32,0.42,0.32
34,"Kearnytown",0.38,0.54,0.43,0.3,0.54,0.3
34,"Secaucustown",0.2,0.49,0.31,0.26,0.3,0.58
42,"Swataratownship",0.19,0.53,0.24,0.36,0.35,0.38
34,"Middletowntownship",0.26,0.58,0.25,0.42,0.23,0.61
4,"BullheadCitycity",0.41,0.31,0.03,0.11,0.25,0.22
36,"Ogdensburgcity",0.61,0.13,0.27,0.79,0.43,0.34
36,"Goshentown",0.28,0.43,0.26,0.66,0.23,0.54
25,"Hulltown",0.47,0.58,0.24,0.37,0.32,0.47
44,"Woonsocketcity",0.62,0.41,0.69,0.31,0.72,0.21
9,"Plymouthtown",0.19,0.67,0.74,0.29,0.47,0.31
42,"Bristolborough",0.55,0.43,0.65,0.37,0.73,0.23
6,"Moorparkcity",0.18,0.82,0.55,0.23,0.29,0.57
13,"Tiftoncity",0.47,0.42,0.38,0.45,0.52,0.37
39,"NorthCantoncity",0.22,0.49,0.5,0.51,0.26,0.58
40,"Shawneecity",0.61,0.26,0.32,0.48,0.45,0.4
6,"Bakersfieldcity",0.45,0.51,0.11,0.45,0.32,0.43
55,"Oshkoshcity",0.27,0.49,0.63,0.46,0.56,0.35
34,"Ringwoodborough",0.33,0.75,0.41,0.45,0.22,0.62
34,"Laceytownship",0.37,0.43,0.21,0.45,0.33,0.37
42,"Pittsburghcity",0.6,0.26,0.16,0.76,0.28,0.44
19,"Ankenycity",0.06,0.92,0.22,0.49,0.24,0.51
19,"Waterloocity",0.46,0.38,0.51,0.44,0.49,0.33
9,"Danburytown",0.32,0.63,0.61,0.35,0.38,0.49
9,"Trumbulltown",0.24,0.54,0.47,0.49,0.14,0.7
25,"Shrewsburytown",0.28,0.6,0.47,0.45,0.19,0.65
48,"Tylercity",0.53,0.4,0.31,0.56,0.43,0.44
6,"PleasantHillcity",0.15,0.7,0.2,0.43,0.13,0.66
1,"Alabastercity",0.12,0.69,0.27,0.37,0.32,0.48
48,"Marshallcity",0.55,0.26,0.44,0.49,0.56,0.35
6,"WalnutCreekcity",0.15,0.46,0.19,0.53,0.09,0.79
25,"Winchestertown",0.18,0.58,0.28,0.82,0.09,0.93
47,"Goodlettsvillecity",0.07,0.73,0.36,0.32,0.3,0.47
6,"Fontanacity",0.47,0.54,0.47,0.25,0.61,0.23
6,"Coronacity",0.35,0.66,0.6,0.22,0.49,0.41
41,"Astoriacity",0.37,0.43,0.45,0.33,0.61,0.32
34,"TintonFallsborough",0.17,0.79,0.22,0.5,0.21,0.71
13,"Bainbridgecity",0.42,0.28,0.58,0.53,0.64,0.33
22,"NewOrleanscity",0.86,0.26,0.12,0.65,0.31,0.49
6,"SanMateocity",0.23,0.63,0.25,0.31,0.24,0.5
34,"Summitcity",0.14,0.56,0.25,0.55,0.14,0.86
48,"Longviewcity",0.46,0.45,0.46,0.38,0.48,0.34
34,"Rockawaytownship",0.15,0.76,0.4,0.36,0.2,0.6
39,"Lakewoodcity",0.28,0.61,0.4,0.55,0.28,0.55
42,"BethelParkborough",0.19,0.53,0.27,0.5,0.17,0.63
48,"Huntsvillecity",0.53,0.04,0.1,0.53,0.22,0.44
6,"EastPaloAltocity",0.72,0.49,0.45,0.53,0.44,0.27
48,"Odessacity",0.48,0.46,0.24,0.39,0.39,0.33
34,"NorthBrunswicktownship",0.14,0.69,0.43,0.4,0.32,0.56
1,"Selmacity",0.74,0.18,0.54,0.56,0.65,0.39
28,"Grenadacity",0.77,0.25,0.62,0.32,0.73,0.29
6,"Norcocity",0.29,0.2,0.48,0.16,0.42,0.35
55,"FortAtkinsoncity",0.18,0.63,0.7,0.36,0.67,0.36
25,"Dartmouthtown",0.51,0.42,0.39,0.56,0.4,0.42
6,"Martinezcity",0.21,0.64,0.22,0.42,0.21,0.6
6,"PalmSpringscity",0.32,0.34,0.06,0.34,0.2,0.42
1,"Daphnecity",0.22,0.56,0.28,0.42,0.21,0.6
48,"SugarLandcity",0.21,0.69,0.26,0.51,0.11,0.77
39,"Fremontcity",0.68,0.39,0.84,0.35,0.86,0.24
5,"HotSpringscity",0.42,0.17,0.22,0.45,0.35,0.33
51,"Viennatown",0.09,0.74,0.07,0.48,0.09,0.8
6,"Fresnocity",0.56,0.37,0.18,0.53,0.34,0.43
25,"Gloucestercity",0.42,0.52,0.51,0.38,0.44,0.41
6,"Lomitacity",0.26,0.63,0.55,0.3,0.28,0.45
29,"Mexicocity",0.25,0.35,0.49,0.57,0.53,0.37
1,"Jacksonvillecity",0.51,0.26,0.21,0.75,0.36,0.49
6,"Hanfordcity",0.6,0.42,0.25,0.43,0.39,0.28
6,"Oakdalecity",0.7,0.34,0.45,0.27,0.53,0.24
5,"Blythevillecity",0.57,0.43,0.59,0.42,0.66,0.28
18,"NewCastlecity",0.77,0.32,0.56,0.5,0.64,0.23
12,"Margatecity",0.31,0.3,0.24,0.21,0.3,0.3
22,"Alexandriacity",0.77,0.27,0.12,0.76,0.29,0.46
34,"Woodburycity",0.53,0.36,0.32,0.57,0.4,0.42
9,"Wiltontown",0.2,0.58,0.37,0.45,0.04,0.91
16,"Moscowcity",0.37,0.38,0.03,1,0.14,0.62
5,"ElDoradocity",0.48,0.28,0.5,0.39,0.52,0.34
40,"ElRenocity",0.51,0.21,0.21,0.33,0.54,0.28
47,"Dyersburgcity",0.47,0.35,0.9,0.25,0.86,0.29
34,"WestCaldwelltownship",0.06,0.67,0.36,0.51,0.12,0.77
48,"McAllencity",0.7,0.31,0.21,0.43,0.33,0.46
39,"Fairfieldcity",0.18,0.72,0.49,0.29,0.31,0.51
39,"Readingcity",0.28,0.55,0.63,0.27,0.53,0.35
40,"Tulsacity",0.37,0.52,0.31,0.43,0.28,0.48
6,"Montclaircity",0.49,0.56,0.54,0.27,0.64,0.22
41,"McMinnvillecity",0.27,0.44,0.44,0.44,0.47,0.34
12,"CapeCoralcity",0.24,0.35,0.12,0.35,0.28,0.33
22,"Crowleycity",0.76,0.12,0.31,0.42,0.6,0.27
51,"Harrisonburgcity",0.26,0.37,0.34,0.61,0.38,0.46
6,"Clearlakecity",0.89,0,0.04,0.36,0.43,0.22
4,"Phoenixcity",0.41,0.57,0.31,0.33,0.34,0.4
51,"Poquosoncity",0.12,0.65,0.33,0.47,0.22,0.58
25,"Methuentown",0.49,0.48,0.61,0.38,0.41,0.45
39,"Springdalecity",0.18,0.62,0.51,0.3,0.3,0.53
5,"Sherwoodcity",0.17,0.73,0.27,0.42,0.3,0.44
39,"Dublincity",0,0.76,0.37,0.5,0.04,1
34,"SomersPointcity",0.16,0.65,0.05,0.31,0.16,0.38
40,"Ardmorecity",0.51,0.3,0.28,0.48,0.47,0.35
48,"Victoriacity",0.43,0.47,0.31,0.41,0.38,0.34
23,"Scarboroughtown",0.25,0.67,0.25,0.37,0.3,0.5
48,"Canyoncity",0.35,0.56,0.06,0.84,0.23,0.53
54,"Wheelingcity",0.42,0.3,0.24,0.65,0.4,0.45
6,"LagunaBeachcity",0.04,0.74,0.21,0.58,0.06,0.86
48,"BalchSpringscity",0.3,0.68,0.41,0.1,0.54,0.16
32,"Hendersoncity",0.32,0.64,0.16,0.2,0.29,0.36
42,"Plainstownship",0.4,0.31,0.46,0.42,0.56,0.33
48,"Nacogdochescity",0.46,0.29,0.3,0.64,0.42,0.43
9,"Brookfieldtown",0.22,0.72,0.55,0.41,0.18,0.67
12,"TarponSpringscity",0.44,0.22,0.18,0.39,0.26,0.39
34,"OceanCitycity",0.26,0.44,0.08,0.41,0.15,0.54
4,"Glendalecity",0.36,0.63,0.3,0.36,0.34,0.39
55,"Neenahcity",0.24,0.57,0.94,0.32,0.68,0.34
19,"Boonecity",0.19,0.45,0.34,0.65,0.55,0.29
42,"UpperChichestertownship",0.12,0.64,0.55,0.37,0.48,0.34
25,"Swampscotttown",0.24,0.5,0.36,0.66,0.12,0.82
48,"Shermancity",0.46,0.41,0.59,0.53,0.46,0.42
45,"MountPleasanttown",0.05,0.75,0.18,0.66,0.14,0.71
54,"SouthCharlestoncity",0.27,0.42,0.25,0.57,0.23,0.51
32,"LasVegascity",0.41,0.59,0.06,0.18,0.29,0.29
55,"Wausaucity",0.21,0.48,0.53,0.43,0.51,0.38
25,"Somervillecity",0.39,0.6,0.27,0.78,0.28,0.53
39,"Tiffincity",0.4,0.41,0.61,0.53,0.6,0.33
48,"Richardsoncity",0.2,0.72,0.39,0.39,0.11,0.72
53,"Anacortescity",0.52,0.19,0.43,0.3,0.41,0.31
42,"Muhlenbergtownship",0.13,0.42,0.64,0.28,0.51,0.31
23,"Westbrookcity",0.28,0.59,0.46,0.35,0.49,0.3
25,"Danverstown",0.31,0.61,0.45,0.5,0.27,0.52
6,"Rosemeadcity",0.55,0.38,0.49,0.25,0.65,0.18
48,"Jacksonvillecity",0.58,0.28,0.62,0.53,0.78,0.32
48,"NorthRichlandHillscity",0.24,0.77,0.38,0.23,0.29,0.45
12,"MiamiBeachcity",0.59,0.18,0.12,0.38,0.23,0.47
39,"BedfordHeightscity",0.35,0.61,0.61,0.38,0.62,0.3
34,"Metuchenborough",0.14,0.63,0.39,0.59,0.22,0.74
9,"NewCanaantown",0.11,0.51,0.25,0.55,0.03,0.96
56,"RockSpringscity",0.3,0.62,0.14,0.3,0.43,0.3
42,"Yeadonborough",0.31,0.57,0.24,0.68,0.36,0.47
54,"Martinsburgcity",0.55,0.32,0.46,0.56,0.61,0.38
47,"Clarksvillecity",0.39,0.62,0.35,0.38,0.48,0.35
48,"Beltoncity",0.58,0.28,0.4,0.6,0.61,0.29
25,"FallRivercity",0.67,0.36,0.77,0.33,0.85,0.19
42,"Montgomerytownship",0.12,0.72,0.67,0.35,0.23,0.64
34,"Camdencity",1,0.16,0.43,0.53,0.72,0.15
48,"Nederlandcity",0.2,0.52,0.53,0.41,0.37,0.33
29,"RichmondHeightscity",0.22,0.61,0.25,0.76,0.18,0.77
48,"Herefordcity",0.5,0.41,0.37,0.33,0.53,0.23
9,"WindsorLockstown",0.26,0.68,0.58,0.2,0.37,0.36
6,"Milpitascity",0.28,0.64,0.99,0.14,0.41,0.47
48,"Terrellcity",0.69,0.29,0.32,0.64,0.43,0.35
55,"Menomoniecity",0.49,0.33,0.35,0.58,0.31,0.41
6,"SantaPaulacity",0.49,0.49,0.31,0.25,0.58,0.22
6,"Fairfieldcity",0.37,0.62,0.28,0.32,0.39,0.32
46,"Pierrecity",0.08,0.75,0.04,0.46,0.18,0.56
42,"Altoonacity",0.53,0.29,0.35,0.45,0.56,0.25
6,"Rialtocity",0.53,0.5,0.39,0.31,0.57,0.26
5,"Springdalecity",0.17,0.58,0.57,0.27,0.62,0.3
28,"Jacksoncity",0.58,0.44,0.19,0.61,0.35,0.44
28,"McCombcity",0.75,0.16,0.37,0.53,0.5,0.35
37,"ElizabethCitycity",0.55,0.17,0.26,0.58,0.49,0.32
9,"Suffieldtown",0.17,0.6,0.46,0.32,0.3,0.64
53,"MosesLakecity",0.4,0.4,0.43,0.39,0.48,0.37
39,"Kentcity",0.43,0.39,0.3,0.82,0.36,0.41
6,"LaPalmacity",0.09,0.77,0.5,0.33,0.2,0.61
38,"Jamestowncity",0.2,0.5,0.2,0.84,0.29,0.4
6,"LosAlamitoscity",0.23,0.64,0.37,0.43,0.25,0.59
34,"Roxburytownship",0.15,0.71,0.39,0.32,0.26,0.54
36,"Binghamtoncity",0.54,0.3,0.44,0.62,0.38,0.43
12,"PanamaCitycity",0.51,0.33,0.14,0.46,0.31,0.4
25,"Weymouthtown",0.33,0.64,0.25,0.42,0.27,0.46
18,"Jaspercity",0.08,0.67,0.96,0.27,0.68,0.33
12,"DaytonaBeachcity",0.51,0.26,0.15,0.42,0.23,0.35
51,"Hopewellcity",0.46,0.46,0.48,0.26,0.58,0.23
39,"NewPhiladelphiacity",0.55,0.38,0.63,0.28,0.71,0.26
48,"UniversityParkcity",0.12,0.44,0.1,0.75,0.01,0.94
34,"Roselleborough",0.49,0.55,0.45,0.33,0.49,0.36
45,"Sumtercity",0.32,0.56,0.43,0.44,0.51,0.38
48,"Cleburnecity",0.57,0.36,0.46,0.34,0.57,0.32
34,"Florencetownship",0.24,0.62,0.37,0.25,0.43,0.28
9,"Monroetown",0.23,0.72,0.53,0.38,0.2,0.64
34,"Aberdeentownship",0.3,0.67,0.32,0.4,0.31,0.59
6,"Maywoodcity",0.85,0.47,1,0,1,0.01
40,"PoncaCitycity",0.28,0.46,0.58,0.32,0.32,0.43
48,"Waxahachiecity",0.47,0.44,0.51,0.38,0.57,0.31
25,"Hollistontown",0.31,0.75,0.44,0.5,0.13,0.78
25,"Milfordtown",0.42,0.58,0.63,0.39,0.46,0.43
49,"CedarCitycity",0.35,0.5,0.17,0.52,0.34,0.35
34,"FairLawnborough",0.19,0.51,0.33,0.49,0.2,0.58
34,"Teanecktownship",0.26,0.62,0.29,0.74,0.2,0.71
12,"Largocity",0.2,0.25,0.31,0.31,0.33,0.33
27,"Robbinsdalecity",0.25,0.52,0.37,0.47,0.33,0.36
9,"Derbytown",0.46,0.55,0.63,0.35,0.42,0.37
6,"SanFernandocity",0.65,0.49,0.84,0.09,1,0.06
29,"Kirkwoodcity",0.14,0.54,0.34,0.66,0.15,0.73
18,"BeechGrovecity",0.24,0.5,0.41,0.39,0.49,0.25
6,"Claremontcity",0.23,0.52,0.25,0.99,0.12,0.81
29,"Washingtoncity",0.18,0.61,0.74,0.29,0.73,0.28
34,"Piscatawaytownship",0.26,0.64,0.46,0.44,0.36,0.45
41,"WestLinncity",0.1,0.73,0.28,0.46,0.17,0.69
39,"Hamiltoncity",0.52,0.35,0.54,0.32,0.58,0.24
25,"Fitchburgcity",0.61,0.38,0.63,0.41,0.58,0.32
39,"Vermilioncity",0.27,0.56,0.68,0.39,0.57,0.33
42,"Hanoverborough",0.16,0.48,0.88,0.21,0.86,0.23
9,"Torringtontown",0.29,0.56,0.66,0.4,0.5,0.36
55,"Janesvillecity",0.35,0.59,0.81,0.3,0.76,0.29
34,"Voorheestownship",0.09,0.7,0.3,0.48,0.15,0.78
48,"MountPleasantcity",0.22,0.37,0.61,0.31,0.6,0.23
37,"Sanfordcity",0.44,0.42,0.83,0.32,0.72,0.36
1,"MountainBrookcity",0.04,0.46,0.09,0.84,0.01,1
44,"Portsmouthtown",0.32,0.61,0.35,0.59,0.24,0.6
48,"PortLavacacity",0.67,0.36,0.48,0.26,0.49,0.26
12,"DelrayBeachcity",0.46,0.21,0.13,0.34,0.23,0.4
25,"Westontown",0.18,0.47,0.25,0.88,0,1
34,"Millburntownship",0.07,0.51,0.17,0.7,0.02,1
12,"Dunedincity",0.2,0.23,0.2,0.43,0.24,0.39
6,"Stocktoncity",0.7,0.31,0.26,0.45,0.45,0.35
36,"Greenburghtown",0.24,0.6,0.24,0.73,0.13,0.85
48,"Plainviewcity",0.52,0.46,0.34,0.39,0.5,0.28
34,"ElmwoodParkborough",0.29,0.51,0.53,0.2,0.4,0.3
34,"VentnorCitycity",0.16,0.52,0.04,0.22,0.13,0.35
36,"Rochestercity",0.58,0.41,0.57,0.58,0.48,0.37
53,"Redmondcity",0.12,0.81,0.41,0.29,0.2,0.64
6,"Placentiacity",0.23,0.72,0.58,0.32,0.33,0.54
35,"Hobbscity",0.49,0.34,0.1,0.27,0.45,0.33
34,"Montclairtownship",0.32,0.62,0.24,0.72,0.16,0.84
6,"Cerescity",0.68,0.41,0.51,0.25,0.65,0.22
41,"Corvalliscity",0.33,0.35,0.27,0.97,0.21,0.63
55,"MenomoneeFallsvillage",0.15,0.68,0.63,0.34,0.39,0.41
34,"NorthBergentownship",0.5,0.51,0.47,0.22,0.53,0.38
1,"Mobilecity",0.61,0.36,0.27,0.57,0.36,0.45
22,"Houmacity",0.55,0.23,0.1,0.49,0.47,0.34
12,"Oviedocity",0.18,0.77,0.38,0.42,0.22,0.58
18,"TerreHautecity",0.55,0.24,0.36,0.57,0.48,0.35
25,"Ashlandtown",0.3,0.78,0.42,0.43,0.23,0.68
8,"Arvadacity",0.3,0.73,0.36,0.35,0.31,0.47
6,"Corcorancity",0.86,0,0.15,0.3,0.61,0.21
34,"Hillsidetownship",0.39,0.64,0.41,0.36,0.57,0.32
25,"Walpoletown",0.27,0.63,0.36,0.5,0.22,0.59
6,"SanLeandrocity",0.31,0.47,0.33,0.29,0.41,0.36
9,"Watertowntown",0.3,0.65,0.68,0.49,0.43,0.46
49,"PleasantGrovecity",0.33,0.54,0.45,0.56,0.5,0.39
13,"PeachtreeCitycity",0.23,0.6,0.33,0.23,0.12,0.63
9,"Avontown",0.06,0.62,0.26,0.55,0.08,0.87
34,"Jeffersontownship",0.13,0.77,0.32,0.36,0.3,0.48
2,"Anchoragecity",0.4,0.75,0.04,0.42,0.22,0.52
25,"WestSpringfieldtown",0.3,0.54,0.43,0.4,0.39,0.39
34,"Morristowntown",0.29,0.63,0.32,0.51,0.23,0.56
27,"Northfieldcity",0.13,0.57,0.24,1,0.33,0.48
48,"Templecity",0.42,0.4,0.36,0.68,0.48,0.43
48,"SanJuancity",0.93,0.17,0.21,0.53,0.54,0.23
18,"Greenwoodcity",0.1,0.71,0.37,0.31,0.27,0.41
48,"Lamesacity",0.79,0.2,0.07,0.36,0.51,0.22
39,"Salemcity",0.3,0.36,0.81,0.3,0.8,0.2
25,"Franklintown",0.3,0.65,0.4,0.45,0.28,0.56
12,"Eustiscity",0.47,0.15,0.14,0.52,0.34,0.36
42,"Scrantoncity",0.41,0.28,0.45,0.49,0.59,0.3
6,"Oxnardcity",0.42,0.6,0.37,0.21,0.52,0.24
34,"Bergenfieldborough",0.29,0.61,0.4,0.37,0.26,0.46
6,"Perriscity",0.65,0.35,0.49,0.22,0.66,0.22
37,"Albemarlecity",0.42,0.41,1,0.21,1,0.26
47,"Memphiscity",0.58,0.42,0.26,0.45,0.47,0.36
18,"Lawrencecity",0.27,0.72,0.38,0.27,0.39,0.35
34,"RidgefieldParkvillage",0.25,0.64,0.36,0.29,0.31,0.49
34,"Hammontontown",0.26,0.47,0.28,0.29,0.42,0.31
55,"Germantownvillage",0.1,0.81,0.67,0.23,0.47,0.42
22,"Monroecity",0.83,0.21,0.19,0.75,0.32,0.48
24,"Frederickcity",0.14,0.7,0.23,0.44,0.28,0.42
53,"MountVernoncity",0.36,0.47,0.34,0.37,0.38,0.35
34,"Hillsboroughtownship",0.17,0.84,0.45,0.46,0.17,0.75
6,"Hillsboroughtown",0.09,0.38,0.19,0.58,0.01,1
6,"Orangecity",0.25,0.68,0.4,0.34,0.32,0.5
13,"Waycrosscity",0.53,0.17,0.41,0.41,0.66,0.29
39,"Mentorcity",0.2,0.66,0.67,0.3,0.34,0.48
34,"WestNewYorktown",0.57,0.48,0.75,0.1,0.91,0.19
6,"MillValleycity",0.11,0.65,0.11,0.73,0.04,0.99
48,"LiveOakcity",0.24,0.74,0.11,0.39,0.2,0.48
35,"Portalescity",0.65,0.28,0.11,0.84,0.36,0.39
42,"Fallstownship",0.25,0.66,0.48,0.35,0.44,0.31
51,"Manassascity",0.15,0.84,0.12,0.28,0.28,0.52
6,"PalosVerdesEstatescity",0.17,0.47,0.32,0.64,0.01,1
6,"Mantecacity",0.44,0.51,0.43,0.26,0.56,0.26
53,"Tacomacity",0.46,0.4,0.35,0.45,0.45,0.34
25,"Harwichtown",0.6,0.19,0.11,0.38,0.3,0.38
36,"Kingstoncity",0.33,0.44,0.48,0.51,0.33,0.38
1,"Athenscity",0.37,0.43,0.64,0.3,0.52,0.46
45,"Greercity",0.4,0.35,0.76,0.13,0.86,0.17
53,"WallaWallacity",0.61,0.26,0.23,0.61,0.38,0.38
37,"Goldsborocity",0.28,0.51,0.45,0.61,0.57,0.33
22,"LakeCharlescity",0.72,0.29,0.35,0.57,0.39,0.4
41,"Salemcity",0.4,0.36,0.25,0.53,0.32,0.47
34,"Hobokencity",0.38,0.62,0.37,0.39,0.29,0.7
36,"Syracusecity",0.53,0.33,0.27,0.73,0.36,0.45
12,"Sunrisecity",0.28,0.42,0.2,0.3,0.2,0.4
10,"Dovercity",0.21,0.61,0.31,0.54,0.32,0.49
29,"Crestwoodcity",0.23,0.48,0.33,0.49,0.15,0.62
9,"Clintontown",0.27,0.73,0.45,0.37,0.36,0.49
34,"Brigantinecity",0.24,0.66,0.03,0.11,0.14,0.38
25,"Gardnercity",0.63,0.36,0.75,0.43,0.56,0.38
34,"GlenRockborough",0.07,0.57,0.32,0.58,0.06,0.91
25,"Westwoodtown",0.29,0.53,0.26,0.66,0.08,0.85
34,"Jacksontownship",0.34,0.63,0.34,0.3,0.36,0.4
42,"Middletowntownship",0.17,0.64,0.39,0.47,0.3,0.51
28,"Starkvillecity",0.42,0.38,0.26,0.96,0.27,0.61
34,"Bridgetoncity",0.67,0.3,0.52,0.47,0.74,0.23
39,"Troycity",0.25,0.53,0.85,0.32,0.57,0.41
33,"Laconiacity",0.5,0.49,0.46,0.38,0.4,0.35
6,"AppleValleytown",0.51,0.4,0.21,0.3,0.42,0.36
25,"Pittsfieldcity",0.49,0.42,0.48,0.46,0.31,0.44
48,"Grapevinecity",0.14,0.85,0.34,0.13,0.15,0.58
34,"Haddontownship",0.07,0.49,0.26,0.55,0.2,0.54
33,"Merrimacktown",0.29,0.84,0.73,0.24,0.24,0.6
6,"Palmdalecity",0.44,0.62,0.52,0.2,0.34,0.36
6,"ElSegundocity",0.16,0.76,0.71,0.17,0.14,0.74
6,"GardenGrovecity",0.38,0.59,0.59,0.2,0.46,0.34
34,"CliffsideParkborough",0.35,0.48,0.35,0.3,0.32,0.52
22,"Shreveportcity",0.79,0.34,0.27,0.59,0.37,0.42
21,"Danvillecity",0.51,0.36,0.49,0.52,0.57,0.32
6,"Highlandcity",0.57,0.49,0.21,0.48,0.44,0.29
12,"DeerfieldBeachcity",0.27,0.21,0.17,0.22,0.25,0.37
36,"Uticacity",0.63,0.26,0.34,0.54,0.37,0.33
45,"Aikencity",0.28,0.39,0.58,0.42,0.34,0.64
6,"Fullertoncity",0.26,0.64,0.53,0.32,0.34,0.5
29,"Berkeleycity",0.82,0.51,0.55,0.37,0.61,0.17
27,"Minneapoliscity",0.42,0.56,0.3,0.62,0.33,0.51
21,"Florencecity",0.16,0.63,0.41,0.28,0.52,0.37
36,"Oneontacity",0.31,0.23,0.16,1,0.18,0.51
6,"Carpinteriacity",0.19,0.66,0.3,0.38,0.35,0.37
25,"Swanseatown",0.26,0.61,0.47,0.37,0.37,0.38
13,"Alpharettacity",0.1,0.8,0.25,0.25,0.11,0.63
9,"Windsortown",0.25,0.65,0.46,0.35,0.28,0.58
21,"Nicholasvillecity",0.3,0.62,0.39,0.34,0.53,0.19
23,"Auburncity",0.42,0.5,0.52,0.5,0.49,0.39
55,"Superiorcity",0.65,0.35,0.21,0.58,0.43,0.31
45,"WestColumbiacity",0.22,0.58,0.2,0.3,0.36,0.32
25,"Medfordcity",0.35,0.53,0.31,0.58,0.25,0.49
40,"Enidcity",0.41,0.41,0.15,0.5,0.37,0.33
6,"Pinolecity",0.25,0.64,0.28,0.38,0.28,0.41
5,"Bentoncity",0.29,0.4,0.45,0.56,0.54,0.35
40,"Stillwatercity",0.38,0.38,0.2,0.93,0.23,0.57
6,"Tracycity",0.46,0.6,0.4,0.29,0.49,0.24
34,"Totowaborough",0.2,0.42,0.48,0.32,0.29,0.4
55,"Fitchburgcity",0.05,0.91,0.22,0.57,0.19,0.57
12,"FortMyerscity",0.38,0.45,0.08,0.41,0.39,0.31
34,"Weehawkentownship",0.54,0.58,0.42,0.29,0.47,0.49
48,"CedarHillcity",0.18,0.81,0.37,0.41,0.25,0.51
48,"Lubbockcity",0.41,0.5,0.15,0.68,0.3,0.44
22,"Kennercity",0.44,0.6,0.17,0.36,0.27,0.42
56,"Sheridancity",0.35,0.45,0.1,0.61,0.39,0.33
6,"Montebellocity",0.42,0.42,0.49,0.3,0.55,0.31
1,"Jaspercity",0.32,0.23,0.25,0.49,0.5,0.4
40,"Edmondcity",0.2,0.69,0.14,0.58,0.16,0.67
55,"BeaverDamcity",0.23,0.51,0.71,0.36,0.75,0.24
53,"Kelsocity",0.69,0.31,0.56,0.3,0.71,0.19
35,"Roswellcity",0.4,0.31,0.36,0.45,0.52,0.36
51,"Chesapeakecity",0.23,0.63,0.32,0.37,0.34,0.41
6,"RanchoCucamongacity",0.28,0.69,0.41,0.3,0.3,0.48
16,"IdahoFallscity",0.27,0.59,0.19,0.68,0.29,0.59
55,"Monroecity",0.22,0.61,0.59,0.46,0.61,0.32
9,"Waterfordtown",0.24,0.5,0.48,0.52,0.26,0.54
12,"HainesCitycity",0.93,0.28,0.12,0.22,0.57,0.16
39,"Bexleycity",0.1,0.6,0.16,0.86,0.1,0.87
35,"Gallupcity",0.35,0.57,0.09,0.51,0.3,0.45
40,"BrokenArrowcity",0.19,0.73,0.33,0.41,0.27,0.48
24,"Laurelcity",0.07,0.96,0.17,0.45,0.17,0.65
48,"Missioncity",0.84,0.11,0.18,0.44,0.45,0.27
55,"Sheboygancity",0.31,0.54,0.89,0.3,0.8,0.27
47,"JohnsonCitycity",0.41,0.37,0.44,0.55,0.39,0.47
39,"Greenvillecity",0.44,0.34,0.77,0.36,0.82,0.29
48,"DeSotocity",0.22,0.8,0.28,0.37,0.22,0.58
37,"Ashevillecity",0.33,0.38,0.39,0.5,0.44,0.43
39,"ForestParkcity",0.3,0.71,0.48,0.38,0.38,0.49
55,"WisconsinRapidscity",0.45,0.34,0.78,0.3,0.63,0.23
39,"SevenHillscity",0.24,0.34,0.44,0.34,0.35,0.41
34,"Lakewoodtownship",0.46,0.22,0.31,0.53,0.43,0.41
45,"Columbiacity",0.35,0.46,0.13,0.72,0.25,0.55
48,"Rowlettcity",0.14,0.87,0.42,0.32,0.23,0.56
24,"Cumberlandcity",0.72,0.12,0.21,0.62,0.47,0.32
6,"Alamedacity",0.17,0.7,0.23,0.45,0.24,0.6
25,"Nortontown",0.29,0.68,0.56,0.5,0.36,0.43
