"state","communityname","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell"
34,"Freeholdtownship",0,0.06,0.01,0.21,0.23,0.23,0.28,0.13,0.12,0.12,0.13,0.81,0.06
4,"Prescottcity",0.01,0.09,0.01,0.21,0.2,0.2,0.17,0.05,0.04,0.04,0.03,0.89,0.03
6,"HuntingtonParkcity",0.1,0.86,0.22,0.41,0.51,0.56,0.63,1,1,1,1,0,1
53,"Yakimacity",0.04,0.3,0.03,0.5,0.6,0.61,0.63,0.31,0.33,0.3,0.28,0.74,0.31
6,"Cupertinocity",0,0.04,0.06,0.47,0.5,0.59,0.57,0.74,0.68,0.73,0.65,0.54,0.21
39,"Masoncity",0,0.05,0,0,0,0.2,0.48,0,0,0.01,0.03,0.96,0.01
51,"Portsmouthcity",0.15,0.64,0.01,0.19,0.29,0.36,0.43,0.02,0.02,0.03,0.03,0.95,0.04
6,"NationalCitycity",0.05,0.45,0.13,0.43,0.52,0.58,0.62,1,1,1,1,0.01,0.91
13,"Augustacity",0.11,0.99,0,0.58,0.53,0.57,0.54,0.07,0.06,0.05,0.05,0.95,0.03
47,"Gallatincity",0.01,0.29,0,0.7,0.52,0.56,0.48,0.03,0.02,0.02,0.02,0.98,0.01
48,"Dallascity",1,0.59,0.84,0.37,0.48,0.59,0.7,0.32,0.37,0.41,0.45,0.62,0.39
34,"Bridgewatertownship",0.01,0.1,0.02,0.2,0.31,0.35,0.33,0.14,0.2,0.2,0.18,0.78,0.12
39,"Marioncity",0.02,0.24,0,0,0.24,0.23,0.38,0,0.01,0.01,0.01,0.98,0.02
48,"Pasadenacity",0.04,0.15,0.09,0.29,0.36,0.43,0.55,0.22,0.24,0.26,0.31,0.55,0.36
6,"BellGardenscity",0.07,0.74,0.15,0.42,0.5,0.52,0.59,1,1,1,1,0,1
6,"Coltoncity",0.04,0.49,0.05,0.46,0.55,0.6,0.65,0.55,0.57,0.57,0.57,0.37,0.5
41,"Albanycity",0.02,0.23,0,0.32,0.43,0.48,0.41,0.04,0.05,0.05,0.04,0.95,0.04
41,"Hermistoncity",0.01,0.25,0.01,0.55,0.66,0.71,0.76,0.34,0.36,0.36,0.35,0.74,0.38
23,"Gorhamtown",0,0.06,0,0.06,0.09,0.2,0.23,0.01,0.01,0.03,0.03,0.95,0.02
6,"NewportBeachcity",0.01,0.07,0.04,0.27,0.32,0.36,0.38,0.17,0.18,0.18,0.17,0.83,0.06
51,"Charlottesvilledistrict",0.01,0.3,0,0.52,0.55,0.48,0.42,0.12,0.11,0.08,0.07,0.97,0.02
39,"Alliancecity",0.02,0.31,0,0.32,0.35,0.3,0.43,0.04,0.04,0.03,0.04,0.94,0.03
40,"McAlestercity",0.01,0.17,0,0.2,0.2,0.16,0.22,0.01,0.01,0.01,0.01,0.96,0.03
12,"WinterParkcity",0.02,0.35,0.01,0.35,0.31,0.3,0.32,0.1,0.08,0.07,0.07,0.91,0.04
42,"Lansdowneborough",0,0.13,0,0.26,0.25,0.24,0.26,0.09,0.07,0.06,0.06,0.91,0.04
21,"FortThomascity",0,0.04,0,0.12,0.09,0.18,0.15,0.01,0,0.01,0.01,0.97,0.04
39,"Springfieldcity",0.07,0.41,0,0.36,0.35,0.32,0.32,0.03,0.02,0.02,0.02,0.97,0.02
27,"CottageGrovecity",0,0.08,0,0.09,0.26,0.24,0.23,0.01,0.02,0.02,0.02,0.96,0.03
48,"Georgetowncity",0,0.13,0.01,0.39,0.4,0.44,0.47,0.16,0.14,0.14,0.14,0.65,0.27
21,"Somersetcity",0,0.16,0,0,0.17,0.17,0.43,0,0,0,0.01,0.99,0.02
9,"Bloomfieldtown",0.02,0.35,0.02,0.17,0.23,0.31,0.39,0.16,0.19,0.23,0.27,0.86,0.03
6,"Covinacity",0.02,0.18,0.05,0.34,0.4,0.49,0.55,0.38,0.39,0.43,0.44,0.6,0.26
29,"BlueSpringscity",0,0.05,0,0.2,0.2,0.25,0.33,0.02,0.02,0.02,0.03,0.94,0.04
48,"Pampacity",0,0.04,0,0.42,0.35,0.35,0.57,0.1,0.08,0.07,0.1,0.85,0.14
34,"Oceantownship",0,0.09,0.02,0.46,0.48,0.5,0.52,0.35,0.32,0.3,0.29,0.77,0.12
33,"Portsmouthcity",0.01,0.14,0.01,0.21,0.25,0.35,0.37,0.06,0.06,0.08,0.08,0.9,0.05
41,"LakeOswegocity",0,0.06,0.01,0.4,0.46,0.45,0.44,0.18,0.17,0.16,0.14,0.9,0.02
6,"PacificGrovecity",0,0.12,0.01,0.28,0.26,0.31,0.34,0.21,0.17,0.18,0.18,0.78,0.13
6,"Lawndalecity",0.03,0.54,0.05,0.41,0.48,0.53,0.66,0.84,0.87,0.88,0.99,0.27,0.81
42,"Carlisleborough",0.01,0.21,0,0.3,0.31,0.25,0.37,0.07,0.06,0.05,0.06,0.93,0.03
42,"Radnortownship",0,0.04,0.01,0.26,0.3,0.33,0.36,0.14,0.13,0.14,0.14,0.85,0.04
6,"Comptoncity",0.22,1,0.16,0.41,0.5,0.57,0.69,0.78,0.82,0.85,0.94,0.27,1
13,"Maconcity",0.21,0.85,0.01,0.68,0.67,0.6,0.57,0.04,0.03,0.03,0.02,0.96,0.02
39,"Norwalkcity",0.01,0.19,0,0.07,0.15,0.21,0.22,0.01,0.01,0.02,0.01,0.96,0.02
6,"Downeycity",0.05,0.29,0.16,0.29,0.36,0.42,0.48,0.53,0.57,0.61,0.64,0.34,0.51
48,"Grovescity",0,0.03,0,0.17,0.12,0.19,0.29,0.02,0.01,0.02,0.03,0.87,0.06
12,"MiamiShoresvillage",0,0.23,0.02,0.28,0.35,0.45,0.54,0.47,0.52,0.6,0.66,0.5,0.26
22,"Gretnacity",0.03,0.68,0,0.35,0.51,0.52,0.59,0.06,0.08,0.07,0.08,0.85,0.08
39,"Norwoodcity",0.01,0.24,0,0.6,0.52,0.48,0.44,0.05,0.04,0.03,0.03,0.95,0.05
12,"RoyalPalmBeachvillage",0,0.09,0.01,0.2,0.17,0.17,0.26,0.16,0.12,0.11,0.16,0.78,0.1
37,"Lumbertoncity",0.03,0.62,0,0,0.09,0.49,0.51,0,0.01,0.03,0.03,0.96,0.03
42,"Swissvaleborough",0.01,0.24,0,0,0.27,0.3,0.25,0,0.04,0.04,0.03,0.9,0.02
33,"Durhamtown",0,0.3,0,0.83,0.8,0.76,0.72,0.26,0.22,0.19,0.16,0.9,0.04
23,"Portlandcity",0.05,0.4,0.02,0.45,0.53,0.59,0.53,0.16,0.17,0.17,0.14,0.9,0.05
48,"Planocity",0.02,0.08,0.06,0.41,0.5,0.62,0.67,0.21,0.23,0.26,0.26,0.82,0.14
51,"Alexandriacity",0.1,0.59,0.12,0.64,0.72,0.79,0.8,0.73,0.72,0.71,0.66,0.68,0.32
25,"Amesburytown",0.01,0.21,0,0.13,0.15,0.19,0.16,0.03,0.03,0.04,0.03,0.89,0.04
37,"Shelbycity",0.03,0.78,0,0.31,0.53,0.5,0.49,0.02,0.04,0.03,0.03,0.96,0.06
28,"Tupelocity",0.02,0.35,0,0.09,0.21,0.35,0.68,0,0.01,0.01,0.02,0.98,0.02
6,"Danvillecity",0,0.04,0.02,0.1,0.14,0.28,0.31,0.06,0.08,0.14,0.15,0.82,0.04
24,"Greenbeltcity",0.01,0.19,0.02,0.57,0.7,0.79,0.81,0.61,0.66,0.67,0.64,0.7,0.15
38,"Dickinsoncity",0,0.1,0,0.14,0.1,0.14,0.22,0.01,0.01,0.01,0.01,0.84,0.04
44,"Warwickcity",0.02,0.1,0.02,0.11,0.14,0.15,0.17,0.03,0.04,0.03,0.04,0.9,0.04
39,"Nortoncity",0,0.04,0,0.33,0.25,0.2,0.17,0.04,0.02,0.02,0.01,0.94,0.06
50,"SouthBurlingtoncity",0,0.11,0,0.3,0.31,0.35,0.34,0.11,0.1,0.1,0.09,0.86,0.04
48,"DelRiocity",0.02,0.29,0.04,0.14,0.18,0.22,0.31,0.21,0.24,0.26,0.34,0,0.99
6,"Dublincity",0.02,0.53,0.01,0.19,0.26,0.37,0.39,0.11,0.13,0.17,0.17,0.78,0.1
21,"Owensborocity",0.03,0.22,0,0.6,0.44,0.36,0.34,0.02,0.01,0.01,0.01,0.99,0.02
55,"StevensPointcity",0.01,0.14,0.01,1,1,1,0.95,0.35,0.25,0.2,0.17,0.86,0.08
25,"Maynardtown",0,0.1,0,0.22,0.26,0.26,0.36,0.1,0.1,0.09,0.12,0.86,0.08
53,"Kennewickcity",0.02,0.21,0.01,0.53,0.5,0.58,0.56,0.18,0.15,0.15,0.14,0.84,0.13
39,"Wickliffecity",0,0.03,0,0.09,0.06,0.07,0.07,0.03,0.02,0.02,0.02,0.86,0.06
37,"Carrborotown",0.01,0.66,0,1,1,1,0.86,0.48,0.41,0.36,0.28,0.89,0.12
6,"Duartecity",0.01,0.29,0.04,0.37,0.4,0.48,0.49,0.71,0.68,0.74,0.69,0.27,0.55
19,"Bettendorfcity",0.01,0.12,0,0.05,0.07,0.1,0.18,0.01,0.01,0.01,0.02,0.94,0.03
48,"SanMarcoscity",0.01,0.35,0.01,0.4,0.42,0.43,0.45,0.13,0.12,0.11,0.11,0.47,0.31
41,"Bendcity",0.01,0.15,0,0.16,0.19,0.17,0.18,0.03,0.03,0.03,0.02,0.95,0.02
34,"Delrantownship",0.01,0.2,0,0.21,0.21,0.26,0.26,0.07,0.06,0.07,0.06,0.87,0.05
6,"GroverCitycity",0.01,0.28,0.01,0.39,0.47,0.56,0.5,0.25,0.27,0.29,0.24,0.72,0.21
9,"Plainvilletown",0,0.09,0.01,0.06,0.05,0.08,0.14,0.03,0.03,0.04,0.06,0.76,0.09
34,"Waterfordtownship",0,0.18,0,0.4,0.3,0.33,0.28,0.06,0.04,0.04,0.03,0.93,0.04
48,"Bryancity",0.04,0.36,0.02,0.58,0.59,0.64,0.7,0.27,0.24,0.24,0.24,0.68,0.23
12,"NewSmyrnaBeachcity",0.01,0.19,0.01,0.33,0.28,0.27,0.29,0.11,0.09,0.07,0.07,0.92,0.03
47,"Cookevillecity",0,0.11,0,0.74,0.7,0.73,0.72,0.15,0.12,0.12,0.11,0.93,0.03
6,"Portervillecity",0.03,0.45,0.03,0.46,0.55,0.56,0.63,0.54,0.55,0.51,0.53,0.43,0.68
1,"Dothancity",0.05,0.37,0,0.24,0.41,0.36,0.41,0.02,0.03,0.02,0.02,0.97,0.02
34,"Branchburgtownship",0,0.02,0.01,0.18,0.15,0.29,0.31,0.11,0.08,0.14,0.14,0.84,0.06
21,"Hopkinsvillecity",0.04,0.59,0,0.47,0.47,0.45,0.43,0.05,0.04,0.04,0.03,0.96,0.02
36,"Oswegocity",0.01,0.2,0,0.84,0.65,0.53,0.47,0.14,0.1,0.07,0.06,0.93,0.04
29,"Sedaliacity",0,0.1,0,0.73,0.64,0.63,0.7,0.05,0.04,0.03,0.04,0.97,0.03
47,"RedBankcity",0,0.17,0,0.58,0.48,0.49,0.41,0.06,0.05,0.04,0.03,0.97,0.01
34,"EastOrangecity",0.22,1,0.06,0.37,0.47,0.59,0.66,0.33,0.38,0.42,0.44,0.82,0.13
36,"Schenectadycity",0.06,0.45,0.02,0.2,0.24,0.32,0.32,0.08,0.08,0.1,0.09,0.82,0.09
49,"Murraycity",0.01,0.08,0.01,0.17,0.24,0.28,0.29,0.04,0.05,0.05,0.05,0.9,0.03
47,"McMinnvillecity",0,0.16,0,0.43,0.31,0.26,0.32,0.03,0.02,0.02,0.02,0.97,0.03
6,"Alhambracity",0.06,0.38,0.26,0.45,0.5,0.62,0.7,1,1,1,1,0,1
47,"Jacksoncity",0.08,0.7,0,1,0.9,0.76,0.7,0.05,0.04,0.03,0.02,0.98,0.03
34,"Phillipsburgtown",0.01,0.34,0,0.12,0.09,0.25,0.39,0.03,0.02,0.04,0.06,0.89,0.06
5,"PineBluffcity",0.1,0.69,0,0.61,0.56,0.49,0.47,0.03,0.02,0.02,0.02,0.96,0.03
34,"Parsippany-TroyHillstownship",0.01,0.08,0.05,0.33,0.41,0.5,0.55,0.39,0.42,0.47,0.47,0.65,0.19
37,"Garnertown",0,0.08,0,0.15,0.11,0.3,0.26,0.01,0.01,0.03,0.02,0.98,0.02
25,"Cambridgecity",0.06,0.45,0.14,0.6,0.62,0.67,0.67,0.94,0.86,0.84,0.77,0.55,0.27
44,"Johnstontown",0.01,0.1,0.01,0.16,0.12,0.14,0.14,0.05,0.03,0.03,0.03,0.82,0.08
1,"VestaviaHillscity",0,0.05,0,0.47,0.34,0.45,0.45,0.1,0.06,0.07,0.07,0.94,0.04
34,"Clarktownship",0,0.02,0.01,0.05,0.1,0.12,0.14,0.03,0.05,0.05,0.06,0.75,0.09
34,"Hackensackcity",0.04,0.57,0.06,0.36,0.42,0.53,0.57,0.6,0.61,0.7,0.69,0.52,0.41
13,"LaGrangecity",0.04,0.69,0,0.58,0.8,1,0.98,0.06,0.08,0.1,0.08,0.96,0.04
55,"Greendalevillage",0,0.05,0,0.1,0.11,0.09,0.17,0.02,0.02,0.02,0.03,0.92,0.04
12,"Plantationcity",0.01,0.1,0.06,0.29,0.32,0.37,0.41,0.28,0.27,0.29,0.3,0.75,0.12
41,"Roseburgcity",0.01,0.17,0,0.42,0.47,0.44,0.44,0.09,0.09,0.08,0.07,0.94,0.06
12,"PalmBaycity",0.01,0.12,0.03,0.31,0.3,0.36,0.39,0.16,0.14,0.15,0.15,0.84,0.07
55,"Onalaskacity",0,0.05,0,0.4,0.3,0.29,0.25,0.05,0.03,0.03,0.02,0.94,0.02
41,"CoosBaycity",0,0.09,0,0.4,0.4,0.45,0.43,0.07,0.06,0.07,0.06,0.94,0.04
42,"Hazletoncity",0.01,0.15,0,0.24,0.2,0.21,0.24,0.04,0.03,0.03,0.03,0.9,0.04
2,"Juneaucity",0.01,0.22,0.01,0.24,0.34,0.41,0.45,0.08,0.1,0.11,0.11,0.89,0.05
42,"Warringtontownship",0,0.06,0,0.13,0.38,0.33,0.3,0.04,0.1,0.08,0.06,0.92,0.01
34,"Neptunetownship",0.02,0.39,0.01,0.22,0.24,0.29,0.34,0.09,0.09,0.09,0.1,0.85,0.08
34,"WestDeptfordtownship",0.01,0.22,0,0.22,0.19,0.15,0.16,0.04,0.03,0.02,0.02,0.91,0.03
22,"Jenningscity",0.01,0.26,0,0,0,0.15,0.13,0,0,0,0,0.66,0.07
48,"Corsicanacity",0.02,0.29,0.01,0.51,0.52,0.56,0.77,0.15,0.13,0.13,0.17,0.85,0.11
53,"Laceycity",0.01,0.16,0.01,0.37,0.41,0.5,0.47,0.16,0.16,0.18,0.15,0.86,0.08
41,"Milwaukiecity",0,0.09,0.01,0.09,0.13,0.29,0.36,0.03,0.03,0.07,0.08,0.92,0.05
29,"JeffersonCitycity",0.01,0.17,0,0.25,0.2,0.32,0.34,0.02,0.02,0.02,0.02,0.95,0.02
8,"ColoradoSpringsdivision",0.1,0.19,0.09,0.3,0.33,0.37,0.38,0.1,0.09,0.1,0.09,0.85,0.06
16,"Rexburgcity",0,0.02,0,1,1,1,0.99,0.52,0.39,0.31,0.26,0.9,0.07
12,"Palatkacity",0.02,0.8,0,0.21,0.28,0.23,0.27,0.01,0.02,0.01,0.01,0.96,0.04
6,"BuenaParkcity",0.03,0.22,0.1,0.38,0.55,0.61,0.65,0.61,0.76,0.78,0.76,0.43,0.49
53,"Olympiacity",0.01,0.22,0.01,0.24,0.29,0.38,0.45,0.1,0.11,0.13,0.14,0.89,0.07
54,"Weirtoncity",0.01,0.09,0,0.03,0.03,0.04,0.03,0.01,0.01,0.01,0.01,0.85,0.06
40,"Tahlequahcity",0,0.16,0,0.77,0.92,0.86,0.84,0.05,0.05,0.04,0.04,0.95,0.06
34,"Edisontownship",0.01,0.06,0.11,0.37,0.5,0.57,0.58,0.46,0.54,0.56,0.53,0.6,0.17
34,"MapleShadetownship",0,0.14,0.01,0.33,0.45,0.53,0.52,0.1,0.12,0.12,0.11,0.89,0.05
25,"Ipswichtown",0,0.17,0,0.27,0.24,0.28,0.26,0.07,0.05,0.06,0.05,0.9,0.08
44,"NorthSmithfieldtown",0,0.06,0,0.18,0.14,0.15,0.13,0.05,0.04,0.04,0.03,0.69,0.09
13,"Statesborocity",0.02,0.65,0,0.93,0.75,0.76,0.69,0.13,0.09,0.08,0.07,0.93,0.06
42,"Moontownship",0,0.1,0,0.28,0.28,0.37,0.34,0.06,0.06,0.07,0.06,0.9,0.03
28,"Hattiesburgcity",0.06,0.75,0.01,0.71,0.8,0.71,0.65,0.12,0.12,0.09,0.08,0.94,0.04
29,"Marshallcity",0.01,0.25,0,0.27,0.44,0.36,0.48,0.01,0.01,0.01,0.01,0.97,0
48,"LeagueCitycity",0,0.08,0.01,0.19,0.27,0.42,0.6,0.08,0.1,0.14,0.18,0.78,0.13
25,"Scituatetown",0,0.03,0,0.35,0.44,0.41,0.38,0.09,0.1,0.09,0.07,0.94,0.04
25,"Concordtown",0,0.03,0.01,0.21,0.34,0.42,0.43,0.1,0.14,0.16,0.15,0.87,0.05
6,"Rocklincity",0,0.09,0.01,0.12,0.19,0.22,0.2,0.04,0.05,0.06,0.05,0.89,0.04
12,"CocoaBeachcity",0,0.06,0.01,0.15,0.2,0.2,0.21,0.08,0.09,0.09,0.08,0.89,0.06
42,"Wilkinsburgborough",0.03,0.66,0,0.5,0.39,0.32,0.33,0.07,0.05,0.04,0.03,0.94,0.04
6,"Turlockcity",0.02,0.22,0.05,0.33,0.38,0.43,0.48,0.43,0.44,0.46,0.46,0.49,0.53
12,"PortOrangecity",0.01,0.07,0.01,0.06,0.1,0.12,0.15,0.02,0.03,0.04,0.04,0.88,0.04
9,"Newingtontown",0,0.07,0.02,0.11,0.13,0.21,0.22,0.09,0.09,0.13,0.12,0.7,0.16
44,"Tivertontown",0,0.06,0,0.06,0.07,0.1,0.09,0.02,0.02,0.03,0.02,0.8,0.1
42,"Shalertownship",0,0.03,0.01,0.33,0.3,0.28,0.28,0.06,0.05,0.04,0.04,0.91,0.02
12,"NorthPalmBeachvillage",0,0.06,0,0.15,0.17,0.18,0.24,0.07,0.07,0.07,0.08,0.88,0.02
6,"Atwatercity",0.01,0.23,0.02,0.31,0.34,0.4,0.4,0.24,0.23,0.25,0.22,0.67,0.28
39,"Steubenvillecity",0.02,0.4,0.01,0.19,0.15,0.23,0.24,0.05,0.03,0.05,0.04,0.87,0.05
6,"SanClementecity",0.01,0.09,0.03,0.5,0.5,0.53,0.55,0.42,0.38,0.36,0.34,0.75,0.25
9,"Greenwichtown",0.01,0.08,0.07,0.63,0.57,0.56,0.55,0.77,0.61,0.55,0.49,0.7,0.17
42,"Warwicktownship",0,0.06,0,0.24,0.27,0.22,0.23,0.02,0.02,0.02,0.02,0.94,0.01
48,"Mesquitecity",0.03,0.14,0.03,0.25,0.38,0.46,0.54,0.08,0.11,0.12,0.13,0.84,0.08
6,"SanPablocity",0.03,0.6,0.04,0.52,0.57,0.68,0.75,0.96,0.93,1,1,0.31,0.69
6,"Newarkcity",0.01,0.17,0.05,0.3,0.4,0.47,0.52,0.44,0.52,0.55,0.56,0.48,0.33
18,"Hammondcity",0.06,0.33,0.02,0.1,0.15,0.17,0.19,0.03,0.04,0.04,0.04,0.79,0.09
12,"PinellasParkcity",0.01,0.08,0.02,0.26,0.29,0.31,0.31,0.12,0.11,0.11,0.1,0.87,0.09
6,"Salinascity",0.09,0.4,0.19,0.31,0.42,0.51,0.54,0.57,0.68,0.75,0.73,0.17,1
37,"Lenoircity",0.01,0.4,0,0,0,0.24,0.2,0,0,0.01,0.01,0.98,0.01
35,"Farmingtoncity",0.02,0.29,0,0.18,0.2,0.17,0.41,0.02,0.02,0.02,0.03,0.71,0.09
39,"GroveCitycity",0,0.1,0,0.2,0.15,0.3,0.25,0.01,0.01,0.01,0.01,0.98,0.02
6,"LosAltoscity",0,0.01,0.02,0.17,0.2,0.27,0.27,0.16,0.16,0.2,0.18,0.74,0.06
6,"Daviscity",0.01,0.11,0.04,0.54,0.53,0.6,0.63,0.53,0.45,0.47,0.45,0.69,0.08
9,"Coventrytown",0,0.06,0,0.1,0.09,0.15,0.22,0.03,0.02,0.03,0.05,0.92,0.01
42,"OilCitycity",0,0.15,0,0.16,0.12,0.17,0.39,0.01,0.01,0.01,0.02,0.96,0.01
39,"Perrysburgcity",0,0.04,0,0.1,0.14,0.28,0.29,0.01,0.02,0.03,0.03,0.96,0.01
48,"Harlingencity",0.03,0.21,0.05,0.29,0.3,0.35,0.4,0.28,0.26,0.27,0.28,0,0.72
24,"Cambridgecity",0.03,1,0,0.32,0.38,0.49,0.41,0.01,0.01,0.02,0.01,0.91,0.07
4,"Flagstaffcity",0.02,0.32,0.01,0.73,0.73,0.77,0.73,0.21,0.19,0.18,0.16,0.71,0.12
37,"Wilsoncity",0.07,0.83,0,0.52,0.57,0.47,0.51,0.03,0.03,0.02,0.02,0.95,0.04
39,"Limacity",0.06,0.53,0,0.26,0.32,0.35,0.35,0.01,0.02,0.02,0.01,0.95,0.02
48,"Alicecity",0.01,0.14,0,0.09,0.07,0.12,0.18,0.02,0.01,0.02,0.03,0,0.59
42,"Bethlehemcity",0,0.12,0.01,0.11,0.17,0.25,0.29,0.03,0.04,0.06,0.06,0.83,0.05
4,"Douglascity",0.02,0.41,0.03,0.38,0.44,0.44,0.45,0.92,0.93,0.85,0.8,0,1
37,"Asheborocity",0.01,0.36,0,0.27,0.46,0.41,0.51,0.02,0.03,0.03,0.03,0.95,0.04
18,"Hobartcity",0,0.05,0,0.08,0.11,0.1,0.12,0.02,0.02,0.02,0.02,0.88,0.07
48,"EaglePasscity",0.01,0.17,0.05,0.25,0.28,0.31,0.32,0.63,0.62,0.63,0.6,0,1
5,"VanBurencity",0,0.12,0,0.52,0.45,0.79,0.84,0.08,0.06,0.09,0.09,0.95,0.04
45,"RockHillcity",0.06,0.72,0,0.27,0.2,0.37,0.54,0.02,0.02,0.03,0.04,0.95,0.03
12,"Sarasotacity",0.04,0.4,0.02,0.24,0.3,0.32,0.36,0.11,0.12,0.12,0.12,0.86,0.09
48,"Irvingcity",0.05,0.19,0.13,0.47,0.56,0.68,0.79,0.41,0.43,0.48,0.51,0.66,0.31
12,"Gainesvillecity",0.08,0.65,0.05,0.72,0.74,0.79,0.75,0.41,0.37,0.36,0.31,0.82,0.06
12,"LauderdaleLakescity",0.04,0.59,0.06,0.33,0.41,0.49,0.58,0.74,0.83,0.88,0.96,0.65,0.22
6,"Tularecity",0.04,0.44,0.03,0.36,0.46,0.48,0.56,0.3,0.34,0.32,0.35,0.48,0.48
48,"Kellercity",0,0.01,0,0,0.02,0.12,0.2,0,0,0.02,0.02,0.94,0.03
48,"FlowerMoundtown",0,0.02,0,0.14,0.16,0.21,0.24,0.02,0.02,0.03,0.03,0.91,0.05
13,"Mariettacity",0.03,0.34,0.01,0.5,0.64,0.74,0.82,0.18,0.2,0.21,0.22,0.87,0.1
48,"Benbrookcity",0,0.06,0.01,0.21,0.22,0.27,0.34,0.07,0.07,0.08,0.09,0.87,0.05
1,"Eufaulacity",0.02,0.47,0,0.3,0.22,0.18,0.15,0.01,0.01,0.01,0,0.98,0.02
37,"ChapelHilltown",0.01,0.26,0.02,0.98,0.86,0.85,0.78,0.57,0.44,0.4,0.33,0.83,0.08
39,"Miamisburgcity",0.01,0.15,0,0,0,0.06,0.06,0,0,0,0,0.97,0.01
21,"Murraycity",0,0.18,0,0.95,0.9,0.73,0.62,0.13,0.11,0.08,0.06,0.95,0.02
6,"Paradisetown",0,0.08,0.01,0.14,0.12,0.12,0.13,0.04,0.03,0.03,0.03,0.92,0.04
45,"Simpsonvilletown",0,0.13,0,0.09,0.32,0.31,0.37,0.01,0.05,0.04,0.04,0.96,0.02
6,"Pleasantoncity",0,0.05,0.03,0.24,0.27,0.34,0.35,0.13,0.13,0.14,0.13,0.85,0.05
40,"Muskogeecity",0.03,0.35,0,0.34,0.42,0.41,0.47,0.02,0.03,0.02,0.02,0.95,0.03
18,"Clarksvilletown",0,0.11,0,0.42,0.58,0.52,0.44,0.03,0.03,0.03,0.02,0.97,0.04
6,"Whittiercity",0.04,0.28,0.08,0.34,0.42,0.44,0.51,0.38,0.41,0.4,0.42,0.51,0.38
6,"WestCovinacity",0.06,0.29,0.16,0.35,0.41,0.5,0.56,0.61,0.63,0.71,0.72,0.33,0.37
42,"Whitehallborough",0,0.04,0,0.14,0.2,0.22,0.19,0.02,0.02,0.02,0.02,0.94,0.01
18,"Munstertown",0,0.03,0.01,0.1,0.09,0.1,0.16,0.04,0.03,0.03,0.05,0.83,0.08
6,"Rosevillecity",0.01,0.14,0.02,0.25,0.34,0.36,0.44,0.11,0.13,0.13,0.15,0.84,0.12
25,"Brooklinetown",0.01,0.15,0.08,0.67,0.64,0.62,0.61,1,0.84,0.74,0.67,0.62,0.2
42,"Towamencintownship",0,0.1,0,0.33,0.29,0.41,0.37,0.11,0.09,0.11,0.09,0.89,0.08
13,"Snellvillecity",0,0.05,0,0.45,0.75,0.67,0.57,0.05,0.07,0.06,0.04,0.96,0.01
46,"Brookingscity",0,0.14,0,0.54,0.81,0.79,0.74,0.09,0.12,0.11,0.09,0.93,0.04
5,"Conwaycity",0.01,0.22,0,0.24,0.19,0.58,0.62,0.02,0.01,0.04,0.04,0.96,0.03
1,"Madisoncity",0,0.16,0,0.36,0.39,0.45,0.47,0.11,0.11,0.11,0.11,0.89,0.06
47,"Millingtoncity",0,0.16,0,0.33,0.29,0.28,0.3,0.05,0.04,0.03,0.03,0.9,0.04
9,"Norwichtown",0.02,0.27,0.01,0.1,0.16,0.23,0.24,0.03,0.04,0.06,0.06,0.84,0.06
48,"SulphurSpringscity",0.01,0.18,0,0.36,0.33,0.55,0.55,0.04,0.04,0.05,0.05,0.95,0.03
24,"Hagerstowncity",0.03,0.41,0,0.34,0.43,0.6,0.59,0.03,0.03,0.04,0.04,0.96,0.03
55,"MountPleasanttown",0.01,0.15,0,0.04,0.14,0.13,0.18,0.01,0.03,0.03,0.03,0.89,0.04
18,"CrownPointcity",0,0.06,0.01,0.06,0.05,0.06,0.12,0.02,0.02,0.02,0.04,0.82,0.09
36,"SaratogaSpringscity",0.01,0.13,0,0.13,0.24,0.25,0.28,0.03,0.04,0.04,0.04,0.93,0
44,"Narragansetttown",0,0.1,0,0.53,0.61,0.56,0.48,0.12,0.13,0.1,0.08,0.9,0.03
6,"MissionViejocity",0.01,0.05,0.06,0.3,0.32,0.43,0.46,0.26,0.25,0.3,0.3,0.76,0.11
33,"Derrytown",0,0.08,0.01,0.09,0.16,0.24,0.29,0.02,0.04,0.05,0.05,0.91,0.04
6,"Haywardcity",0.07,0.3,0.16,0.44,0.52,0.61,0.63,0.65,0.67,0.72,0.68,0.45,0.4
34,"HighlandParkborough",0,0.18,0.02,0.76,0.76,0.74,0.68,1,0.88,0.77,0.65,0.66,0.2
55,"DePerecity",0,0.05,0,0.14,0.1,0.16,0.33,0.01,0.01,0.01,0.01,0.98,0.01
29,"KansasCitycity",0.55,0.6,0.08,0.34,0.34,0.39,0.44,0.07,0.06,0.06,0.06,0.9,0.06
34,"Holmdeltownship",0,0.03,0.01,0.1,0.08,0.13,0.17,0.09,0.06,0.09,0.11,0.68,0.12
21,"Independencecity",0,0.18,0,0,0.32,0.26,0.22,0,0.01,0.01,0,0.99,0
42,"Cumrutownship",0,0.04,0,0.19,0.27,0.27,0.28,0.05,0.07,0.06,0.06,0.91,0.03
36,"LongBeachcity",0.02,0.24,0.03,0.25,0.3,0.36,0.41,0.25,0.26,0.28,0.3,0.68,0.19
